Invoice_no,Received Date,Processed Date,Amount,Assigned To,Date,Transaction Number,Trans Name,Transaction Description,Debit,Credit,Balance,Days_Taken
INV197,2024-01-04,2024-01-07,1742.59,acctnt_4,2024-01-07,7196,Salaries Expense,Equipment Purchase,1742.59,0.0,56799,3
INV198,2024-01-04,2024-01-07,1370.55,acctnt_5,2024-01-07,7197,Revenue - Consulting,Equipment Purchase,0.0,1370.55,58170,3
INV199,2024-01-07,2024-01-07,2636.19,acctnt_2,2024-01-07,7198,Salaries Expense,Client Payment,2636.19,0.0,55534,0
INV200,2024-01-02,2024-01-07,2460.98,acctnt_4,2024-01-07,7199,Salaries Expense,Client Payment,2460.98,0.0,53073,5
INV201,2024-01-01,2024-01-07,473.21,acctnt_5,2024-01-07,7200,Revenue - Consulting,Equipment Purchase,0.0,473.21,53546,6
INV202,2024-01-04,2024-01-07,4014.39,acctnt_2,2024-01-07,7201,Equipment Purchase,Client Payment,4014.39,0.0,49532,3
INV203,2024-01-01,2024-01-07,2310.26,acctnt_1,2024-01-07,7202,Software Subscriptions,Software Purchase,2310.26,0.0,47221,6
INV204,2023-12-31,2024-01-07,2612.18,acctnt_4,2024-01-07,7203,Accounts Receivable,Office Rent,0.0,2612.18,49833,7
INV205,2024-01-02,2024-01-07,1311.8,acctnt_6,2024-01-07,7204,Revenue - Consulting,Equipment Purchase,0.0,1311.8,51145,5
INV206,2024-01-02,2024-01-07,3816.58,acctnt_1,2024-01-07,7205,Accounts Receivable,Salary Expense,0.0,3816.58,54962,5
INV207,2023-12-31,2024-01-07,3162.76,acctnt_5,2024-01-07,7206,Revenue - Consulting,Maintenance Fee,0.0,3162.76,58125,7
INV208,2024-01-05,2024-01-07,1252.72,acctnt_6,2024-01-07,7207,Salaries Expense,Salary Expense,1252.72,0.0,56872,2
INV209,2024-01-07,2024-01-07,1741.87,acctnt_2,2024-01-07,7208,Revenue - Software Sales,Salary Expense,0.0,1741.87,58614,0
INV210,2024-01-04,2024-01-07,2688.82,acctnt_3,2024-01-07,7209,Revenue - Consulting,Equipment Purchase,0.0,2688.82,61303,3
INV211,2024-01-08,2024-01-08,4638.95,acctnt_3,2024-01-08,7210,Software Subscriptions,Client Payment,4638.95,0.0,56664,0
INV212,2024-01-01,2024-01-08,3432.78,acctnt_3,2024-01-08,7211,Salaries Expense,Salary Expense,3432.78,0.0,53231,7
INV213,2024-01-05,2024-01-08,2924.78,acctnt_5,2024-01-08,7212,Revenue - Consulting,Salary Expense,0.0,2924.78,56156,3
INV214,2024-01-01,2024-01-08,3355.55,acctnt_2,2024-01-08,7213,Revenue - Consulting,Software Purchase,0.0,3355.55,59511,7
INV215,2024-01-06,2024-01-08,3843.69,acctnt_6,2024-01-08,7214,Revenue - Consulting,Client Payment,0.0,3843.69,63355,2
INV216,2024-01-02,2024-01-08,709.87,acctnt_6,2024-01-08,7215,Revenue - Software Sales,Client Payment,0.0,709.87,64065,6
INV217,2024-01-01,2024-01-08,3214.33,acctnt_3,2024-01-08,7216,Revenue - Consulting,Cloud Service Renewal,0.0,3214.33,67279,7
INV218,2024-01-03,2024-01-08,4129.79,acctnt_6,2024-01-08,7217,Salaries Expense,Software Purchase,4129.79,0.0,63149,5
INV219,2024-01-08,2024-01-08,573.61,acctnt_4,2024-01-08,7218,Revenue - Consulting,Software Purchase,0.0,573.61,63723,0
INV220,2024-01-01,2024-01-08,3770.53,acctnt_6,2024-01-08,7219,Accounts Receivable,Client Payment,0.0,3770.53,67493,7
INV221,2024-01-05,2024-01-08,3673.65,acctnt_3,2024-01-08,7220,Salaries Expense,Software Purchase,3673.65,0.0,63820,3
INV222,2024-01-08,2024-01-08,4668.62,acctnt_2,2024-01-08,7221,Revenue - Consulting,Equipment Purchase,0.0,4668.62,68488,0
INV223,2024-01-07,2024-01-08,3674.63,acctnt_1,2024-01-08,7222,Accounts Receivable,Software Purchase,0.0,3674.63,72163,1
INV224,2024-01-02,2024-01-08,241.37,acctnt_4,2024-01-08,7223,Salaries Expense,Cloud Service Renewal,241.37,0.0,71922,6
INV225,2024-01-02,2024-01-08,1135.13,acctnt_1,2024-01-08,7224,Accounts Payable,Equipment Purchase,1135.13,0.0,70787,6
INV226,2024-01-07,2024-01-08,3661.49,acctnt_4,2024-01-08,7225,Revenue - Software Sales,Invoice Payment,0.0,3661.49,74448,1
INV227,2024-01-01,2024-01-08,4564.86,acctnt_5,2024-01-08,7226,Revenue - Consulting,Software Purchase,0.0,4564.86,79013,7
INV228,2024-01-05,2024-01-08,4297.01,acctnt_2,2024-01-08,7227,Revenue - Consulting,Client Payment,0.0,4297.01,83310,3
INV229,2024-01-06,2024-01-08,4496.83,acctnt_4,2024-01-08,7228,Accounts Payable,Cloud Service Renewal,4496.83,0.0,78813,2
INV230,2024-01-06,2024-01-08,2121.17,acctnt_6,2024-01-08,7229,Equipment Purchase,Equipment Purchase,2121.17,0.0,76692,2
INV231,2024-01-02,2024-01-08,863.3,acctnt_1,2024-01-08,7230,Revenue - Consulting,Salary Expense,0.0,863.3,77555,6
INV232,2024-01-03,2024-01-08,3050.57,acctnt_1,2024-01-08,7231,Revenue - Consulting,Software Purchase,0.0,3050.57,80606,5
INV233,2024-01-06,2024-01-08,1324.89,acctnt_1,2024-01-08,7232,Equipment Purchase,Cloud Service Renewal,1324.89,0.0,79281,2
INV234,2024-01-02,2024-01-08,2023.27,acctnt_3,2024-01-08,7233,Office Rent,Maintenance Fee,2023.27,0.0,77258,6
INV235,2024-01-03,2024-01-08,2265.43,acctnt_3,2024-01-08,7234,Salaries Expense,Office Rent,2265.43,0.0,74992,5
INV236,2024-01-06,2024-01-08,1154.09,acctnt_2,2024-01-08,7235,Revenue - Consulting,Equipment Purchase,0.0,1154.09,76146,2
INV237,2024-01-07,2024-01-08,1520.14,acctnt_5,2024-01-08,7236,Software Subscriptions,Equipment Purchase,1520.14,0.0,74626,1
INV238,2024-01-06,2024-01-08,1920.56,acctnt_2,2024-01-08,7237,Revenue - Software Sales,Maintenance Fee,0.0,1920.56,76547,2
INV239,2024-01-01,2024-01-08,4409.26,acctnt_4,2024-01-08,7238,Office Rent,Client Payment,4409.26,0.0,72137,7
INV240,2024-01-03,2024-01-09,2214.82,acctnt_1,2024-01-09,7239,Revenue - Consulting,Client Payment,0.0,2214.82,74352,6
INV241,2024-01-04,2024-01-09,522.95,acctnt_3,2024-01-09,7240,Accounts Receivable,Maintenance Fee,0.0,522.95,74875,5
INV242,2024-01-07,2024-01-09,1882.58,acctnt_3,2024-01-09,7241,Revenue - Consulting,Office Rent,0.0,1882.58,76758,2
INV243,2024-01-09,2024-01-09,1300.15,acctnt_5,2024-01-09,7242,Revenue - Consulting,Software Purchase,0.0,1300.15,78058,0
INV244,2024-01-08,2024-01-09,4822.97,acctnt_3,2024-01-09,7243,Software Subscriptions,Salary Expense,4822.97,0.0,73235,1
INV245,2024-01-07,2024-01-09,4976.89,acctnt_1,2024-01-09,7244,Revenue - Consulting,Equipment Purchase,0.0,4976.89,78212,2
INV246,2024-01-09,2024-01-09,4639.79,acctnt_4,2024-01-09,7245,Revenue - Consulting,Equipment Purchase,0.0,4639.79,82852,0
INV247,2024-01-09,2024-01-09,4061.16,acctnt_2,2024-01-09,7246,Equipment Purchase,Equipment Purchase,4061.16,0.0,78790,0
INV248,2024-01-08,2024-01-09,554.24,acctnt_6,2024-01-09,7247,Accounts Payable,Salary Expense,554.24,0.0,78236,1
INV249,2024-01-09,2024-01-09,4171.28,acctnt_1,2024-01-09,7248,Revenue - Consulting,Cloud Service Renewal,0.0,4171.28,82408,0
INV250,2024-01-03,2024-01-09,3115.76,acctnt_4,2024-01-09,7249,Revenue - Consulting,Software Purchase,0.0,3115.76,85523,6
INV251,2024-01-05,2024-01-09,2156.01,acctnt_1,2024-01-09,7250,Equipment Purchase,Invoice Payment,2156.01,0.0,83367,4
INV252,2024-01-06,2024-01-09,2056.06,acctnt_3,2024-01-09,7251,Revenue - Consulting,Cloud Service Renewal,0.0,2056.06,85423,3
INV253,2024-01-04,2024-01-09,4033.25,acctnt_2,2024-01-09,7252,Revenue - Consulting,Invoice Payment,0.0,4033.25,89457,5
INV254,2024-01-05,2024-01-09,2468.88,acctnt_5,2024-01-09,7253,Salaries Expense,Maintenance Fee,2468.88,0.0,86988,4
INV255,2024-01-06,2024-01-09,2560.97,acctnt_6,2024-01-09,7254,Revenue - Consulting,Salary Expense,0.0,2560.97,89549,3
INV256,2024-01-08,2024-01-09,2190.82,acctnt_2,2024-01-09,7255,Equipment Purchase,Office Rent,2190.82,0.0,87358,1
INV257,2024-01-03,2024-01-09,1095.86,acctnt_4,2024-01-09,7256,Accounts Receivable,Cloud Service Renewal,0.0,1095.86,88454,6
INV258,2024-01-04,2024-01-09,4499.05,acctnt_3,2024-01-09,7257,Salaries Expense,Client Payment,4499.05,0.0,83955,5
INV259,2024-01-03,2024-01-09,1073.0,acctnt_5,2024-01-09,7258,Accounts Receivable,Maintenance Fee,0.0,1073.0,85028,6
INV260,2024-01-07,2024-01-09,681.28,acctnt_6,2024-01-09,7259,Accounts Payable,Office Rent,681.28,0.0,84346,2
INV261,2024-01-09,2024-01-09,3804.78,acctnt_6,2024-01-09,7260,Salaries Expense,Salary Expense,3804.78,0.0,80542,0
INV262,2024-01-08,2024-01-09,328.93,acctnt_2,2024-01-09,7261,Equipment Purchase,Salary Expense,328.93,0.0,80213,1
INV263,2024-01-02,2024-01-09,4937.57,acctnt_1,2024-01-09,7262,Salaries Expense,Maintenance Fee,4937.57,0.0,75275,7
INV264,2024-01-03,2024-01-09,2781.48,acctnt_2,2024-01-09,7263,Salaries Expense,Equipment Purchase,2781.48,0.0,72494,6
INV265,2024-01-05,2024-01-09,589.9,acctnt_2,2024-01-09,7264,Revenue - Consulting,Software Purchase,0.0,589.9,73084,4
INV266,2024-01-03,2024-01-09,2583.46,acctnt_2,2024-01-09,7265,Equipment Purchase,Cloud Service Renewal,2583.46,0.0,70500,6
INV267,2024-01-09,2024-01-09,4528.45,acctnt_5,2024-01-09,7266,Accounts Payable,Office Rent,4528.45,0.0,65972,0
INV268,2024-01-07,2024-01-09,3899.72,acctnt_5,2024-01-09,7267,Salaries Expense,Office Rent,3899.72,0.0,62072,2
INV269,2024-01-03,2024-01-09,1116.53,acctnt_3,2024-01-09,7268,Revenue - Software Sales,Office Rent,0.0,1116.53,63188,6
INV270,2024-01-07,2024-01-09,3121.58,acctnt_5,2024-01-09,7269,Software Subscriptions,Office Rent,3121.58,0.0,60067,2
INV271,2024-01-08,2024-01-09,3726.78,acctnt_6,2024-01-09,7270,Office Rent,Invoice Payment,3726.78,0.0,56340,1
INV272,2024-01-06,2024-01-10,3923.42,acctnt_3,2024-01-10,7271,Revenue - Consulting,Invoice Payment,0.0,3923.42,60263,4
INV273,2024-01-04,2024-01-10,2649.04,acctnt_1,2024-01-10,7272,Revenue - Software Sales,Invoice Payment,0.0,2649.04,62913,6
INV274,2024-01-07,2024-01-10,2435.59,acctnt_2,2024-01-10,7273,Revenue - Consulting,Maintenance Fee,0.0,2435.59,65348,3
INV275,2024-01-05,2024-01-10,1519.96,acctnt_3,2024-01-10,7274,Office Rent,Equipment Purchase,1519.96,0.0,63828,5
INV276,2024-01-07,2024-01-10,156.76,acctnt_5,2024-01-10,7275,Software Subscriptions,Equipment Purchase,156.76,0.0,63671,3
INV277,2024-01-06,2024-01-10,2649.47,acctnt_1,2024-01-10,7276,Accounts Payable,Invoice Payment,2649.47,0.0,61022,4
INV278,2024-01-06,2024-01-10,735.35,acctnt_5,2024-01-10,7277,Revenue - Consulting,Software Purchase,0.0,735.35,61757,4
INV279,2024-01-04,2024-01-10,1816.34,acctnt_1,2024-01-10,7278,Salaries Expense,Cloud Service Renewal,1816.34,0.0,59941,6
INV280,2024-01-03,2024-01-10,1733.38,acctnt_6,2024-01-10,7279,Equipment Purchase,Client Payment,1733.38,0.0,58208,7
INV281,2024-01-03,2024-01-10,4057.49,acctnt_4,2024-01-10,7280,Revenue - Consulting,Maintenance Fee,0.0,4057.49,62265,7
INV282,2024-01-05,2024-01-10,3846.13,acctnt_6,2024-01-10,7281,Revenue - Consulting,Cloud Service Renewal,0.0,3846.13,66111,5
INV283,2024-01-09,2024-01-10,3723.38,acctnt_6,2024-01-10,7282,Salaries Expense,Equipment Purchase,3723.38,0.0,62388,1
INV284,2024-01-06,2024-01-10,1105.79,acctnt_1,2024-01-10,7283,Salaries Expense,Invoice Payment,1105.79,0.0,61282,4
INV285,2024-01-09,2024-01-10,4991.19,acctnt_6,2024-01-10,7284,Salaries Expense,Client Payment,4991.19,0.0,56291,1
INV286,2024-01-08,2024-01-10,3818.65,acctnt_6,2024-01-10,7285,Revenue - Consulting,Client Payment,0.0,3818.65,60109,2
INV287,2024-01-07,2024-01-10,2952.05,acctnt_6,2024-01-10,7286,Equipment Purchase,Salary Expense,2952.05,0.0,57157,3
INV288,2024-01-03,2024-01-10,3942.74,acctnt_3,2024-01-10,7287,Equipment Purchase,Salary Expense,3942.74,0.0,53215,7
INV289,2024-01-07,2024-01-10,3990.3,acctnt_2,2024-01-10,7288,Salaries Expense,Client Payment,3990.3,0.0,49224,3
INV290,2024-01-05,2024-01-10,715.14,acctnt_3,2024-01-10,7289,Revenue - Consulting,Equipment Purchase,0.0,715.14,49940,5
INV291,2024-01-09,2024-01-10,3976.98,acctnt_6,2024-01-10,7290,Salaries Expense,Software Purchase,3976.98,0.0,45963,1
INV292,2024-01-04,2024-01-10,1084.45,acctnt_1,2024-01-10,7291,Office Rent,Maintenance Fee,1084.45,0.0,44878,6
INV293,2024-01-07,2024-01-10,1833.06,acctnt_2,2024-01-10,7292,Salaries Expense,Salary Expense,1833.06,0.0,43045,3
INV294,2024-01-09,2024-01-10,2925.65,acctnt_6,2024-01-10,7293,Revenue - Consulting,Maintenance Fee,0.0,2925.65,45971,1
INV295,2024-01-06,2024-01-10,4536.25,acctnt_3,2024-01-10,7294,Salaries Expense,Client Payment,4536.25,0.0,41434,4
INV296,2024-01-05,2024-01-10,4435.38,acctnt_6,2024-01-10,7295,Office Rent,Maintenance Fee,4435.38,0.0,36999,5
INV297,2024-01-11,2024-01-11,1219.64,acctnt_3,2024-01-11,7296,Salaries Expense,Cloud Service Renewal,1219.64,0.0,35779,0
INV298,2024-01-06,2024-01-11,2210.11,acctnt_1,2024-01-11,7297,Revenue - Consulting,Invoice Payment,0.0,2210.11,37990,5
INV299,2024-01-06,2024-01-11,2483.15,acctnt_3,2024-01-11,7298,Accounts Payable,Maintenance Fee,2483.15,0.0,35506,5
INV300,2024-01-06,2024-01-11,431.6,acctnt_6,2024-01-11,7299,Salaries Expense,Cloud Service Renewal,431.6,0.0,35075,5
INV301,2024-01-11,2024-01-11,1740.63,acctnt_2,2024-01-11,7300,Salaries Expense,Invoice Payment,1740.63,0.0,33334,0
INV302,2024-01-09,2024-01-11,4236.6,acctnt_6,2024-01-11,7301,Accounts Payable,Client Payment,4236.6,0.0,29098,2
INV303,2024-01-08,2024-01-11,4554.11,acctnt_6,2024-01-11,7302,Revenue - Consulting,Maintenance Fee,0.0,4554.11,33652,3
INV304,2024-01-05,2024-01-11,4136.26,acctnt_1,2024-01-11,7303,Software Subscriptions,Salary Expense,4136.26,0.0,29515,6
INV305,2024-01-06,2024-01-11,1410.08,acctnt_6,2024-01-11,7304,Salaries Expense,Software Purchase,1410.08,0.0,28105,5
INV306,2024-01-05,2024-01-11,3447.61,acctnt_3,2024-01-11,7305,Accounts Receivable,Invoice Payment,0.0,3447.61,31553,6
INV307,2024-01-08,2024-01-11,727.0,acctnt_1,2024-01-11,7306,Salaries Expense,Office Rent,727.0,0.0,30826,3
INV308,2024-01-10,2024-01-11,4219.37,acctnt_6,2024-01-11,7307,Salaries Expense,Client Payment,4219.37,0.0,26607,1
INV309,2024-01-10,2024-01-11,3711.36,acctnt_5,2024-01-11,7308,Software Subscriptions,Maintenance Fee,3711.36,0.0,22895,1
INV310,2024-01-08,2024-01-11,4720.75,acctnt_5,2024-01-11,7309,Revenue - Consulting,Software Purchase,0.0,4720.75,27616,3
INV311,2024-01-10,2024-01-11,1262.15,acctnt_5,2024-01-11,7310,Salaries Expense,Invoice Payment,1262.15,0.0,26354,1
INV312,2024-01-05,2024-01-11,4121.68,acctnt_6,2024-01-11,7311,Salaries Expense,Maintenance Fee,4121.68,0.0,22232,6
INV313,2024-01-09,2024-01-11,4658.17,acctnt_4,2024-01-11,7312,Revenue - Consulting,Equipment Purchase,0.0,4658.17,26890,2
INV314,2024-01-07,2024-01-11,4208.59,acctnt_4,2024-01-11,7313,Salaries Expense,Salary Expense,4208.59,0.0,22682,4
INV315,2024-01-06,2024-01-11,4469.55,acctnt_5,2024-01-11,7314,Salaries Expense,Equipment Purchase,4469.55,0.0,18212,5
INV316,2024-01-08,2024-01-11,4418.62,acctnt_3,2024-01-11,7315,Revenue - Software Sales,Salary Expense,0.0,4418.62,22631,3
INV317,2024-01-10,2024-01-11,4154.07,acctnt_6,2024-01-11,7316,Equipment Purchase,Software Purchase,4154.07,0.0,18477,1
INV318,2024-01-11,2024-01-11,4703.47,acctnt_2,2024-01-11,7317,Software Subscriptions,Maintenance Fee,4703.47,0.0,13773,0
INV319,2024-01-05,2024-01-11,999.3,acctnt_4,2024-01-11,7318,Revenue - Consulting,Maintenance Fee,0.0,999.3,14773,6
INV320,2024-01-10,2024-01-11,3714.33,acctnt_5,2024-01-11,7319,Equipment Purchase,Equipment Purchase,3714.33,0.0,11058,1
INV321,2024-01-06,2024-01-11,2901.36,acctnt_4,2024-01-11,7320,Software Subscriptions,Salary Expense,2901.36,0.0,8157,5
INV322,2024-01-10,2024-01-12,2232.8,acctnt_6,2024-01-12,7321,Revenue - Consulting,Invoice Payment,0.0,2232.8,10390,2
INV323,2024-01-06,2024-01-12,3869.63,acctnt_3,2024-01-12,7322,Salaries Expense,Invoice Payment,3869.63,0.0,6520,6
INV324,2024-01-07,2024-01-12,4411.12,acctnt_4,2024-01-12,7323,Revenue - Software Sales,Client Payment,0.0,4411.12,10931,5
INV325,2024-01-11,2024-01-12,4366.88,acctnt_1,2024-01-12,7324,Revenue - Consulting,Invoice Payment,0.0,4366.88,15298,1
INV326,2024-01-12,2024-01-12,1143.68,acctnt_4,2024-01-12,7325,Equipment Purchase,Client Payment,1143.68,0.0,14154,0
INV327,2024-01-10,2024-01-12,3220.63,acctnt_6,2024-01-12,7326,Accounts Payable,Invoice Payment,3220.63,0.0,10934,2
INV328,2024-01-06,2024-01-12,4302.06,acctnt_1,2024-01-12,7327,Revenue - Consulting,Invoice Payment,0.0,4302.06,15236,6
INV329,2024-01-06,2024-01-12,1567.91,acctnt_4,2024-01-12,7328,Revenue - Consulting,Maintenance Fee,0.0,1567.91,16804,6
INV330,2024-01-11,2024-01-12,2563.26,acctnt_6,2024-01-12,7329,Revenue - Consulting,Invoice Payment,0.0,2563.26,19367,1
INV331,2024-01-11,2024-01-12,4979.05,acctnt_6,2024-01-12,7330,Accounts Payable,Client Payment,4979.05,0.0,14388,1
INV332,2024-01-08,2024-01-12,482.26,acctnt_1,2024-01-12,7331,Software Subscriptions,Invoice Payment,482.26,0.0,13906,4
INV333,2024-01-11,2024-01-12,3731.75,acctnt_1,2024-01-12,7332,Revenue - Consulting,Salary Expense,0.0,3731.75,17637,1
INV334,2024-01-06,2024-01-12,3881.46,acctnt_3,2024-01-12,7333,Accounts Receivable,Equipment Purchase,0.0,3881.46,21519,6
INV335,2024-01-06,2024-01-12,4226.46,acctnt_5,2024-01-12,7334,Salaries Expense,Salary Expense,4226.46,0.0,17292,6
INV336,2024-01-06,2024-01-12,599.48,acctnt_2,2024-01-12,7335,Equipment Purchase,Maintenance Fee,599.48,0.0,16693,6
INV337,2024-01-05,2024-01-12,4138.84,acctnt_6,2024-01-12,7336,Revenue - Software Sales,Client Payment,0.0,4138.84,20832,7
INV338,2024-01-07,2024-01-12,867.44,acctnt_3,2024-01-12,7337,Revenue - Consulting,Office Rent,0.0,867.44,21699,5
INV339,2024-01-05,2024-01-12,4565.03,acctnt_4,2024-01-12,7338,Office Rent,Software Purchase,4565.03,0.0,17134,7
INV340,2024-01-06,2024-01-12,494.08,acctnt_2,2024-01-12,7339,Revenue - Consulting,Invoice Payment,0.0,494.08,17628,6
INV341,2024-01-08,2024-01-12,4080.64,acctnt_4,2024-01-12,7340,Salaries Expense,Equipment Purchase,4080.64,0.0,13548,4
INV342,2024-01-08,2024-01-12,303.03,acctnt_4,2024-01-12,7341,Revenue - Consulting,Cloud Service Renewal,0.0,303.03,13851,4
INV343,2024-01-08,2024-01-12,3167.99,acctnt_6,2024-01-12,7342,Salaries Expense,Office Rent,3167.99,0.0,10683,4
INV344,2024-01-08,2024-01-12,181.54,acctnt_6,2024-01-12,7343,Revenue - Consulting,Client Payment,0.0,181.54,10864,4
INV345,2024-01-11,2024-01-12,1109.77,acctnt_2,2024-01-12,7344,Software Subscriptions,Equipment Purchase,1109.77,0.0,9754,1
INV346,2024-01-06,2024-01-12,4452.57,acctnt_4,2024-01-12,7345,Revenue - Consulting,Cloud Service Renewal,0.0,4452.57,14207,6
INV347,2024-01-08,2024-01-13,4001.13,acctnt_6,2024-01-13,7346,Revenue - Consulting,Cloud Service Renewal,0.0,4001.13,18208,5
INV348,2024-01-10,2024-01-13,740.44,acctnt_4,2024-01-13,7347,Equipment Purchase,Office Rent,740.44,0.0,17468,3
INV349,2024-01-11,2024-01-13,3413.57,acctnt_3,2024-01-13,7348,Equipment Purchase,Client Payment,3413.57,0.0,14054,2
INV350,2024-01-11,2024-01-13,1729.5,acctnt_5,2024-01-13,7349,Accounts Receivable,Client Payment,0.0,1729.5,15784,2
INV351,2024-01-08,2024-01-13,1044.56,acctnt_4,2024-01-13,7350,Salaries Expense,Invoice Payment,1044.56,0.0,14739,5
INV352,2024-01-06,2024-01-13,3333.38,acctnt_3,2024-01-13,7351,Revenue - Consulting,Software Purchase,0.0,3333.38,18072,7
INV353,2024-01-06,2024-01-13,3747.77,acctnt_1,2024-01-13,7352,Accounts Payable,Office Rent,3747.77,0.0,14325,7
INV354,2024-01-10,2024-01-13,227.21,acctnt_5,2024-01-13,7353,Revenue - Consulting,Cloud Service Renewal,0.0,227.21,14552,3
INV355,2024-01-06,2024-01-13,3767.24,acctnt_2,2024-01-13,7354,Revenue - Consulting,Maintenance Fee,0.0,3767.24,18319,7
INV356,2024-01-10,2024-01-13,4908.46,acctnt_2,2024-01-13,7355,Software Subscriptions,Maintenance Fee,4908.46,0.0,13411,3
INV357,2024-01-06,2024-01-13,3949.18,acctnt_4,2024-01-13,7356,Revenue - Consulting,Office Rent,0.0,3949.18,17360,7
INV358,2024-01-12,2024-01-13,1060.29,acctnt_2,2024-01-13,7357,Revenue - Consulting,Client Payment,0.0,1060.29,18420,1
INV359,2024-01-09,2024-01-13,403.69,acctnt_3,2024-01-13,7358,Accounts Payable,Software Purchase,403.69,0.0,18016,4
INV360,2024-01-07,2024-01-13,1996.63,acctnt_4,2024-01-13,7359,Salaries Expense,Salary Expense,1996.63,0.0,16020,6
INV361,2024-01-13,2024-01-13,579.91,acctnt_2,2024-01-13,7360,Accounts Receivable,Salary Expense,0.0,579.91,16600,0
INV362,2024-01-08,2024-01-13,2671.17,acctnt_1,2024-01-13,7361,Salaries Expense,Office Rent,2671.17,0.0,13928,5
INV363,2024-01-11,2024-01-13,4559.23,acctnt_3,2024-01-13,7362,Revenue - Consulting,Cloud Service Renewal,0.0,4559.23,18488,2
INV364,2024-01-13,2024-01-13,4415.4,acctnt_5,2024-01-13,7363,Office Rent,Client Payment,4415.4,0.0,14072,0
INV365,2024-01-07,2024-01-13,1727.45,acctnt_1,2024-01-13,7364,Equipment Purchase,Salary Expense,1727.45,0.0,12345,6
INV366,2024-01-12,2024-01-13,3908.02,acctnt_6,2024-01-13,7365,Accounts Payable,Software Purchase,3908.02,0.0,8437,1
INV367,2024-01-11,2024-01-13,1427.43,acctnt_3,2024-01-13,7366,Revenue - Consulting,Client Payment,0.0,1427.43,9864,2
INV368,2024-01-08,2024-01-13,2415.09,acctnt_4,2024-01-13,7367,Accounts Receivable,Maintenance Fee,0.0,2415.09,12279,5
INV369,2024-01-09,2024-01-13,4935.74,acctnt_2,2024-01-13,7368,Revenue - Consulting,Salary Expense,0.0,4935.74,17215,4
INV370,2024-01-10,2024-01-13,805.95,acctnt_3,2024-01-13,7369,Revenue - Consulting,Equipment Purchase,0.0,805.95,18021,3
INV371,2024-01-09,2024-01-13,1145.78,acctnt_2,2024-01-13,7370,Salaries Expense,Office Rent,1145.78,0.0,16875,4
INV372,2024-01-13,2024-01-13,3346.68,acctnt_3,2024-01-13,7371,Salaries Expense,Client Payment,3346.68,0.0,13529,0
INV373,2024-01-09,2024-01-13,4128.1,acctnt_6,2024-01-13,7372,Accounts Receivable,Cloud Service Renewal,0.0,4128.1,17657,4
INV374,2024-01-07,2024-01-13,4622.56,acctnt_3,2024-01-13,7373,Salaries Expense,Office Rent,4622.56,0.0,13034,6
INV375,2024-01-12,2024-01-13,2369.83,acctnt_1,2024-01-13,7374,Salaries Expense,Invoice Payment,2369.83,0.0,10664,1
INV376,2024-01-08,2024-01-13,2262.92,acctnt_3,2024-01-13,7375,Accounts Receivable,Cloud Service Renewal,0.0,2262.92,12927,5
INV377,2024-01-11,2024-01-14,3912.64,acctnt_5,2024-01-14,7376,Revenue - Software Sales,Equipment Purchase,0.0,3912.64,16840,3
INV378,2024-01-12,2024-01-14,2622.12,acctnt_4,2024-01-14,7377,Revenue - Consulting,Software Purchase,0.0,2622.12,19462,2
INV379,2024-01-12,2024-01-14,2211.31,acctnt_4,2024-01-14,7378,Salaries Expense,Software Purchase,2211.31,0.0,17251,2
INV380,2024-01-14,2024-01-14,627.0,acctnt_3,2024-01-14,7379,Office Rent,Office Rent,627.0,0.0,16624,0
INV381,2024-01-09,2024-01-14,3086.47,acctnt_2,2024-01-14,7380,Office Rent,Cloud Service Renewal,3086.47,0.0,13537,5
INV382,2024-01-07,2024-01-14,1704.84,acctnt_4,2024-01-14,7381,Revenue - Consulting,Equipment Purchase,0.0,1704.84,15242,7
INV383,2024-01-13,2024-01-14,4206.56,acctnt_5,2024-01-14,7382,Salaries Expense,Software Purchase,4206.56,0.0,11035,1
