Date,Transaction Number,Trans Name,Transaction Description,Debit,Credit,Balance
14-01-2024,7380,Office Rent,Cloud Service Renewal,3086.47,0,13537
14-01-2024,7381,Revenue - Consulting,Equipment Purchase,0,1704.84,15242
14-01-2024,7382,Salaries Expense,Software Purchase,4206.56,0,11035
14-01-2024,7383,Revenue - Software Sales,Equipment Purchase,0,668.94,11704
14-01-2024,7384,Accounts Payable,Client Payment,4547.8,0,7157
14-01-2024,7385,Revenue - Consulting,Maintenance Fee,0,3806.72,10963
14-01-2024,7386,Software Subscriptions,Cloud Service Renewal,4189.99,0,6773
14-01-2024,7387,Salaries Expense,Equipment Purchase,1004.9,0,5768
14-01-2024,7388,Revenue - Consulting,Client Payment,0,1755.09,7524
14-01-2024,7389,Revenue - Software Sales,Office Rent,0,3633.76,11157
14-01-2024,7390,Revenue - Software Sales,Salary Expense,0,1082.39,12240
14-01-2024,7391,Revenue - Consulting,Client Payment,0,1280.21,13520
14-01-2024,7392,Accounts Payable,Cloud Service Renewal,1296.06,0,12224
14-01-2024,7393,Revenue - Software Sales,Equipment Purchase,0,3480.84,15705
14-01-2024,7394,Revenue - Consulting,Maintenance Fee,0,4941.64,20646
14-01-2024,7395,Revenue - Consulting,Client Payment,0,610.28,21257
14-01-2024,7396,Revenue - Consulting,Client Payment,0,2018.07,23275
14-01-2024,7397,Revenue - Consulting,Equipment Purchase,0,530.29,23805
14-01-2024,7398,Revenue - Consulting,Equipment Purchase,0,2100.67,25906
14-01-2024,7399,Revenue - Consulting,Invoice Payment,0,482.56,26388
14-01-2024,7400,Equipment Purchase,Invoice Payment,3895.2,0,22493
14-01-2024,7401,Revenue - Software Sales,Equipment Purchase,0,2319.89,24813
14-01-2024,7402,Revenue - Consulting,Equipment Purchase,0,2586.64,27400
14-01-2024,7403,Software Subscriptions,Cloud Service Renewal,4763.21,0,22636
14-01-2024,7404,Salaries Expense,Salary Expense,1361.62,0,21275
14-01-2024,7405,Revenue - Consulting,Office Rent,0,4463.55,25738
14-01-2024,7406,Revenue - Consulting,Maintenance Fee,0,4050.68,29789
14-01-2024,7407,Revenue - Consulting,Equipment Purchase,0,2994.2,32783
14-01-2024,7408,Salaries Expense,Maintenance Fee,1991.5,0,30792
15-01-2024,7409,Salaries Expense,Cloud Service Renewal,458.57,0,30333
15-01-2024,7410,Revenue - Consulting,Invoice Payment,0,4956.45,35290
15-01-2024,7411,Office Rent,Cloud Service Renewal,2965.19,0,32324
15-01-2024,7412,Salaries Expense,Client Payment,3975.43,0,28349
15-01-2024,7413,Revenue - Consulting,Client Payment,0,3421.91,31771
15-01-2024,7414,Revenue - Consulting,Software Purchase,0,4977.34,36748
15-01-2024,7415,Software Subscriptions,Office Rent,3107.51,0,33641
15-01-2024,7416,Revenue - Consulting,Invoice Payment,0,1104.53,34745
15-01-2024,7417,Office Rent,Equipment Purchase,4993.07,0,29752
15-01-2024,7418,Software Subscriptions,Cloud Service Renewal,4051.93,0,25700
15-01-2024,7419,Revenue - Consulting,Software Purchase,0,1214.63,26915
15-01-2024,7420,Revenue - Consulting,Invoice Payment,0,1981.12,28896
15-01-2024,7421,Salaries Expense,Cloud Service Renewal,4177.31,0,24719
15-01-2024,7422,Salaries Expense,Software Purchase,4832.81,0,19886
15-01-2024,7423,Salaries Expense,Maintenance Fee,3339.73,0,16546
15-01-2024,7424,Salaries Expense,Client Payment,1378.16,0,15168
15-01-2024,7425,Salaries Expense,Equipment Purchase,2246.9,0,12921
15-01-2024,7426,Salaries Expense,Software Purchase,2624.12,0,10297
15-01-2024,7427,Revenue - Consulting,Software Purchase,0,2108.61,12405
15-01-2024,7428,Salaries Expense,Equipment Purchase,157.89,0,12248
15-01-2024,7429,Salaries Expense,Office Rent,3111.91,0,9136
15-01-2024,7430,Salaries Expense,Client Payment,4680.63,0,4455
15-01-2024,7431,Revenue - Consulting,Client Payment,0,129900,134355
15-01-2024,7432,Salaries Expense,Invoice Payment,1684.17,0,132671
15-01-2024,7433,Salaries Expense,Client Payment,4535.15,0,128136
15-01-2024,7434,Revenue - Consulting,Invoice Payment,0,2565.35,130701
15-01-2024,7435,Revenue - Consulting,Client Payment,0,1967.82,132669
15-01-2024,7436,Accounts Receivable,Salary Expense,0,3267.84,135937
15-01-2024,7437,Accounts Receivable,Client Payment,0,4112.77,140050
16-01-2024,7438,Equipment Purchase,Salary Expense,2282.2,0,137767
16-01-2024,7439,Accounts Receivable,Salary Expense,0,1427.26,139195
16-01-2024,7440,Office Rent,Invoice Payment,1076.7,0,138118
16-01-2024,7441,Office Rent,Software Purchase,433.07,0,137685
16-01-2024,7442,Accounts Receivable,Maintenance Fee,0,3129.1,140814
16-01-2024,7443,Revenue - Consulting,Office Rent,0,2714.3,143528
16-01-2024,7444,Revenue - Consulting,Client Payment,0,621.76,144150
16-01-2024,7445,Revenue - Consulting,Maintenance Fee,0,1550.25,145700
16-01-2024,7446,Salaries Expense,Equipment Purchase,1511.72,0,144188
16-01-2024,7447,Accounts Payable,Maintenance Fee,1564.23,0,142624
16-01-2024,7448,Salaries Expense,Office Rent,4190.21,0,138434
16-01-2024,7449,Revenue - Software Sales,Software Purchase,0,830.29,139264
16-01-2024,7450,Salaries Expense,Salary Expense,2318,0,136946
16-01-2024,7451,Revenue - Consulting,Software Purchase,0,2040.44,138987
16-01-2024,7452,Salaries Expense,Office Rent,4416.77,0,134570
16-01-2024,7453,Revenue - Consulting,Salary Expense,0,2534.54,137105
16-01-2024,7454,Revenue - Consulting,Software Purchase,0,832.38,137937
16-01-2024,7455,Salaries Expense,Maintenance Fee,522.36,0,137415
16-01-2024,7456,Office Rent,Equipment Purchase,3754.06,0,133661
16-01-2024,7457,Revenue - Consulting,Cloud Service Renewal,0,1037.75,134698
16-01-2024,7458,Software Subscriptions,Salary Expense,1590.3,0,133108
16-01-2024,7459,Revenue - Consulting,Client Payment,0,3193.2,136301
16-01-2024,7460,Revenue - Consulting,Client Payment,0,4769.71,141071
16-01-2024,7461,Accounts Receivable,Maintenance Fee,0,3249.17,144320
16-01-2024,7462,Revenue - Consulting,Cloud Service Renewal,0,4474.07,148794
16-01-2024,7463,Revenue - Consulting,Client Payment,0,4824.83,153619
17-01-2024,7464,Equipment Purchase,Invoice Payment,1462.76,0,152156
17-01-2024,7465,Revenue - Software Sales,Salary Expense,0,430.24,152586
17-01-2024,7466,Accounts Receivable,Office Rent,0,1548.07,154134
17-01-2024,7467,Revenue - Software Sales,Cloud Service Renewal,0,887.38,155022
17-01-2024,7468,Office Rent,Office Rent,4962.4,0,150059
17-01-2024,7469,Revenue - Software Sales,Office Rent,0,560.3,150620
17-01-2024,7470,Revenue - Software Sales,Client Payment,0,1687.36,152307
17-01-2024,7471,Accounts Payable,Cloud Service Renewal,3764.01,0,148543
17-01-2024,7472,Revenue - Consulting,Equipment Purchase,0,3365.13,151908
17-01-2024,7473,Salaries Expense,Invoice Payment,2589.54,0,149319
17-01-2024,7474,Accounts Receivable,Invoice Payment,0,1008.19,150327
17-01-2024,7475,Equipment Purchase,Invoice Payment,3354.48,0,146972
17-01-2024,7476,Salaries Expense,Client Payment,3442.72,0,143530
17-01-2024,7477,Salaries Expense,Equipment Purchase,3164.8,0,140365
17-01-2024,7478,Accounts Receivable,Maintenance Fee,0,3450.41,143815
17-01-2024,7479,Revenue - Consulting,Equipment Purchase,0,1318.27,145134
17-01-2024,7480,Revenue - Consulting,Invoice Payment,0,2358.82,147492
17-01-2024,7481,Revenue - Consulting,Invoice Payment,0,3149.66,150642
17-01-2024,7482,Salaries Expense,Cloud Service Renewal,2337.16,0,148305
17-01-2024,7483,Revenue - Consulting,Equipment Purchase,0,875.81,149181
17-01-2024,7484,Equipment Purchase,Salary Expense,4767.8,0,144413
17-01-2024,7485,Revenue - Consulting,Invoice Payment,0,514.39,144927
17-01-2024,7486,Revenue - Software Sales,Cloud Service Renewal,0,2602.55,147530
17-01-2024,7487,Office Rent,Cloud Service Renewal,1357.72,0,146172
18-01-2024,7488,Salaries Expense,Cloud Service Renewal,189.5,0,145983
18-01-2024,7489,Revenue - Consulting,Equipment Purchase,0,761.71,146744
18-01-2024,7490,Salaries Expense,Invoice Payment,631.59,0,146113
18-01-2024,7491,Software Subscriptions,Equipment Purchase,2971.99,0,143141
18-01-2024,7492,Revenue - Consulting,Software Purchase,0,4082.24,147223
18-01-2024,7493,Salaries Expense,Client Payment,794.49,0,146429
18-01-2024,7494,Salaries Expense,Invoice Payment,2641.74,0,143787
18-01-2024,7495,Revenue - Consulting,Client Payment,0,4092.89,147880
18-01-2024,7496,Equipment Purchase,Salary Expense,4034.18,0,143845
18-01-2024,7497,Salaries Expense,Client Payment,4750.71,0,139095
18-01-2024,7498,Revenue - Software Sales,Software Purchase,0,4010.25,143105
18-01-2024,7499,Office Rent,Software Purchase,3156.36,0,139949
18-01-2024,7500,Equipment Purchase,Cloud Service Renewal,494.34,0,139454
18-01-2024,7501,Salaries Expense,Client Payment,284.44,0,139170
18-01-2024,7502,Accounts Receivable,Client Payment,0,3077.54,142247
18-01-2024,7503,Accounts Receivable,Salary Expense,0,370.12,142618
18-01-2024,7504,Salaries Expense,Equipment Purchase,4260.91,0,138357
18-01-2024,7505,Revenue - Consulting,Office Rent,0,4554.32,142911
18-01-2024,7506,Revenue - Consulting,Equipment Purchase,0,3783.44,146694
18-01-2024,7507,Revenue - Consulting,Salary Expense,0,967.74,147662
18-01-2024,7508,Software Subscriptions,Software Purchase,2746.29,0,144916
18-01-2024,7509,Salaries Expense,Cloud Service Renewal,2511.76,0,142404
18-01-2024,7510,Accounts Receivable,Maintenance Fee,0,4984.5,147389
18-01-2024,7511,Revenue - Consulting,Equipment Purchase,0,4985.19,152374
19-01-2024,7512,Salaries Expense,Salary Expense,1014.06,0,151360
19-01-2024,7513,Salaries Expense,Client Payment,522.09,0,150838
19-01-2024,7514,Revenue - Consulting,Maintenance Fee,0,295.91,151134
19-01-2024,7515,Salaries Expense,Client Payment,3814.84,0,147319
19-01-2024,7516,Equipment Purchase,Cloud Service Renewal,2663.6,0,144655
19-01-2024,7517,Revenue - Consulting,Invoice Payment,0,4293.19,148948
19-01-2024,7518,Revenue - Consulting,Invoice Payment,0,2511.13,151459
19-01-2024,7519,Revenue - Software Sales,Software Purchase,0,2967.7,154427
19-01-2024,7520,Revenue - Consulting,Maintenance Fee,0,481.63,154909
19-01-2024,7521,Revenue - Consulting,Client Payment,0,1215.63,156124
19-01-2024,7522,Office Rent,Office Rent,4208.78,0,151916
19-01-2024,7523,Revenue - Consulting,Salary Expense,0,2906.96,154823
19-01-2024,7524,Salaries Expense,Maintenance Fee,4752.8,0,150070
19-01-2024,7525,Accounts Payable,Software Purchase,3212.15,0,146858
19-01-2024,7526,Salaries Expense,Client Payment,3264.98,0,143593
19-01-2024,7527,Revenue - Consulting,Salary Expense,0,1774.06,145367
19-01-2024,7528,Accounts Payable,Client Payment,4090.6,0,141276
19-01-2024,7529,Revenue - Consulting,Salary Expense,0,4888.01,146164
19-01-2024,7530,Office Rent,Office Rent,2919.08,0,143245
19-01-2024,7531,Salaries Expense,Software Purchase,2085.64,0,141159
19-01-2024,7532,Revenue - Consulting,Equipment Purchase,0,4325.72,145485
19-01-2024,7533,Equipment Purchase,Office Rent,1450.12,0,144035
19-01-2024,7534,Salaries Expense,Maintenance Fee,3492.18,0,140543
19-01-2024,7535,Salaries Expense,Client Payment,3554.65,0,136988
19-01-2024,7536,Revenue - Software Sales,Client Payment,0,1987.7,138976
19-01-2024,7537,Revenue - Consulting,Cloud Service Renewal,0,344.44,139320
19-01-2024,7538,Revenue - Consulting,Equipment Purchase,0,3890.93,143211
19-01-2024,7539,Salaries Expense,Software Purchase,1809.57,0,141402
19-01-2024,7540,Equipment Purchase,Maintenance Fee,4764.19,0,136637
19-01-2024,7541,Office Rent,Office Rent,1093.98,0,135543
19-01-2024,7542,Software Subscriptions,Cloud Service Renewal,955.86,0,134588
19-01-2024,7543,Salaries Expense,Client Payment,2107.01,0,132481
19-01-2024,7544,Revenue - Consulting,Invoice Payment,0,43650,176131
19-01-2024,7545,Salaries Expense,Client Payment,4696.69,0,171434
19-01-2024,7546,Office Rent,Office Rent,3489.52,0,167944
19-01-2024,7547,Software Subscriptions,Equipment Purchase,2857.04,0,165087
20-01-2024,7548,Office Rent,Office Rent,1430.94,0,163656
20-01-2024,7549,Revenue - Consulting,Software Purchase,0,2078.65,165735
20-01-2024,7550,Salaries Expense,Maintenance Fee,4414.51,0,161321
20-01-2024,7551,Salaries Expense,Invoice Payment,3055.73,0,158265
20-01-2024,7552,Revenue - Consulting,Client Payment,0,483.85,158749
20-01-2024,7553,Revenue - Software Sales,Cloud Service Renewal,0,773.32,159522
20-01-2024,7554,Revenue - Consulting,Invoice Payment,0,643.51,160166
20-01-2024,7555,Revenue - Consulting,Software Purchase,0,3732.69,163898
20-01-2024,7556,Office Rent,Software Purchase,506.4,0,163392
20-01-2024,7557,Revenue - Consulting,Salary Expense,0,522.22,163914
20-01-2024,7558,Revenue - Software Sales,Office Rent,0,264.32,164178
20-01-2024,7559,Revenue - Consulting,Salary Expense,0,459.87,164638
20-01-2024,7560,Revenue - Consulting,Salary Expense,0,1909.53,166548
20-01-2024,7561,Revenue - Consulting,Office Rent,0,2114.99,168663
20-01-2024,7562,Accounts Payable,Invoice Payment,1449.4,0,167213
20-01-2024,7563,Salaries Expense,Equipment Purchase,3163.17,0,164050
20-01-2024,7564,Salaries Expense,Software Purchase,2043.42,0,162007
20-01-2024,7565,Salaries Expense,Office Rent,1751.7,0,160255
20-01-2024,7566,Revenue - Consulting,Salary Expense,0,1422.06,161677
20-01-2024,7567,Revenue - Consulting,Office Rent,0,1008.31,162685
20-01-2024,7568,Salaries Expense,Office Rent,3941.07,0,158744
20-01-2024,7569,Salaries Expense,Software Purchase,1216.5,0,157528
20-01-2024,7570,Accounts Payable,Salary Expense,1355.1,0,156173
20-01-2024,7571,Revenue - Consulting,Maintenance Fee,0,3551.3,159724
21-01-2024,7572,Revenue - Consulting,Office Rent,0,1217.91,160942
21-01-2024,7573,Equipment Purchase,Cloud Service Renewal,183.51,0,160758
21-01-2024,7574,Software Subscriptions,Cloud Service Renewal,1472.8,0,159286
21-01-2024,7575,Office Rent,Salary Expense,1959.74,0,157326
21-01-2024,7576,Revenue - Consulting,Cloud Service Renewal,0,1964.59,159290
21-01-2024,7577,Software Subscriptions,Invoice Payment,3291.99,0,155998
21-01-2024,7578,Revenue - Consulting,Client Payment,0,2941.93,158940
21-01-2024,7579,Salaries Expense,Office Rent,4494.53,0,154446
21-01-2024,7580,Revenue - Software Sales,Invoice Payment,0,1313.67,155760
21-01-2024,7581,Salaries Expense,Office Rent,4016.5,0,151743
21-01-2024,7582,Revenue - Consulting,Invoice Payment,0,1526,153269
21-01-2024,7583,Salaries Expense,Client Payment,2718.21,0,150551
21-01-2024,7584,Office Rent,Maintenance Fee,424.85,0,150126
21-01-2024,7585,Salaries Expense,Maintenance Fee,820.54,0,149305
21-01-2024,7586,Revenue - Consulting,Software Purchase,0,4269.02,153574
21-01-2024,7587,Revenue - Consulting,Cloud Service Renewal,0,896.86,154471
21-01-2024,7588,Salaries Expense,Maintenance Fee,4624.12,0,149847
21-01-2024,7589,Revenue - Consulting,Equipment Purchase,0,1763.16,151610
21-01-2024,7590,Revenue - Consulting,Cloud Service Renewal,0,4324.29,155935
21-01-2024,7591,Revenue - Consulting,Salary Expense,0,2462.02,158397
21-01-2024,7592,Salaries Expense,Maintenance Fee,2751.12,0,155646
21-01-2024,7593,Revenue - Consulting,Salary Expense,0,3267.48,158913
21-01-2024,7594,Equipment Purchase,Software Purchase,566.62,0,158346
21-01-2024,7595,Revenue - Consulting,Office Rent,0,748.05,159094
22-01-2024,7596,Accounts Receivable,Cloud Service Renewal,0,3522.58,162617
22-01-2024,7597,Revenue - Software Sales,Maintenance Fee,0,3414.75,166032
22-01-2024,7598,Salaries Expense,Client Payment,4415.51,0,161616
22-01-2024,7599,Equipment Purchase,Software Purchase,1987.3,0,159629
22-01-2024,7600,Salaries Expense,Salary Expense,1234.31,0,158395
22-01-2024,7601,Accounts Payable,Software Purchase,1201.41,0,157193
22-01-2024,7602,Salaries Expense,Maintenance Fee,1032.08,0,156161
22-01-2024,7603,Revenue - Software Sales,Client Payment,0,3090.14,159251
22-01-2024,7604,Software Subscriptions,Maintenance Fee,1188.16,0,158063
22-01-2024,7605,Revenue - Software Sales,Equipment Purchase,0,253.49,158317
22-01-2024,7606,Office Rent,Salary Expense,4027.04,0,154290
22-01-2024,7607,Revenue - Consulting,Cloud Service Renewal,0,1943.57,156233
22-01-2024,7608,Accounts Receivable,Equipment Purchase,0,1727.75,157961
22-01-2024,7609,Salaries Expense,Maintenance Fee,3855.67,0,154105
22-01-2024,7610,Office Rent,Salary Expense,4054.33,0,150051
22-01-2024,7611,Revenue - Consulting,Salary Expense,0,3477.82,153529
22-01-2024,7612,Revenue - Software Sales,Office Rent,0,1480.95,155010
22-01-2024,7613,Revenue - Consulting,Cloud Service Renewal,0,905.6,155915
22-01-2024,7614,Office Rent,Equipment Purchase,4778.73,0,151137
22-01-2024,7615,Salaries Expense,Office Rent,2561.03,0,148576
22-01-2024,7616,Revenue - Consulting,Software Purchase,0,3332.29,151908
22-01-2024,7617,Revenue - Consulting,Cloud Service Renewal,0,1048.97,152957
22-01-2024,7618,Revenue - Consulting,Maintenance Fee,0,2409.21,155366
22-01-2024,7619,Revenue - Consulting,Client Payment,0,3820.74,159187
23-01-2024,7620,Salaries Expense,Maintenance Fee,4448.07,0,154739
23-01-2024,7621,Revenue - Consulting,Invoice Payment,0,3880.79,158619
23-01-2024,7622,Revenue - Consulting,Office Rent,0,2237.21,160857
23-01-2024,7623,Revenue - Software Sales,Office Rent,0,1948.59,162805
23-01-2024,7624,Accounts Receivable,Client Payment,0,2049.75,164855
23-01-2024,7625,Revenue - Consulting,Office Rent,0,3295.76,168151
23-01-2024,7626,Revenue - Consulting,Software Purchase,0,2511.58,170662
23-01-2024,7627,Accounts Payable,Salary Expense,3162.81,0,167500
23-01-2024,7628,Salaries Expense,Cloud Service Renewal,4175.22,0,163324
23-01-2024,7629,Salaries Expense,Equipment Purchase,665.9,0,162658
23-01-2024,7630,Revenue - Software Sales,Client Payment,0,508.78,163167
23-01-2024,7631,Salaries Expense,Software Purchase,4679.61,0,158488
23-01-2024,7632,Revenue - Consulting,Maintenance Fee,0,4306.72,162794
23-01-2024,7633,Revenue - Software Sales,Office Rent,0,2985.96,165780
23-01-2024,7634,Accounts Payable,Maintenance Fee,1138.52,0,164642
23-01-2024,7635,Salaries Expense,Maintenance Fee,620.05,0,164022
23-01-2024,7636,Revenue - Consulting,Client Payment,0,2299.7,166321
23-01-2024,7637,Revenue - Consulting,Office Rent,0,792.77,167114
23-01-2024,7638,Revenue - Software Sales,Salary Expense,0,964.52,168079
23-01-2024,7639,Accounts Receivable,Software Purchase,0,2258.08,170337
23-01-2024,7640,Revenue - Consulting,Salary Expense,0,3911.77,174249
23-01-2024,7641,Accounts Receivable,Cloud Service Renewal,0,3127.5,177376
23-01-2024,7642,Salaries Expense,Client Payment,4066.64,0,173309
23-01-2024,7643,Revenue - Consulting,Cloud Service Renewal,0,2828.78,176138
23-01-2024,7644,Revenue - Consulting,Maintenance Fee,0,4384.41,180523
23-01-2024,7645,Revenue - Consulting,Cloud Service Renewal,0,1067.82,181590
23-01-2024,7646,Salaries Expense,Client Payment,585.68,0,181005
24-01-2024,7647,Equipment Purchase,Cloud Service Renewal,3167.65,0,177837
24-01-2024,7648,Salaries Expense,Equipment Purchase,1721.75,0,176115
24-01-2024,7649,Equipment Purchase,Office Rent,2629.81,0,173486
24-01-2024,7650,Software Subscriptions,Software Purchase,498.61,0,172987
24-01-2024,7651,Revenue - Consulting,Software Purchase,0,3243.82,176231
24-01-2024,7652,Revenue - Consulting,Client Payment,0,3337.86,179569
24-01-2024,7653,Software Subscriptions,Office Rent,1055.21,0,178513
24-01-2024,7654,Software Subscriptions,Software Purchase,3469.84,0,175044
24-01-2024,7655,Equipment Purchase,Office Rent,3146.02,0,171898
24-01-2024,7656,Revenue - Consulting,Maintenance Fee,0,287.43,172185
24-01-2024,7657,Salaries Expense,Salary Expense,2504.91,0,169680
24-01-2024,7658,Revenue - Consulting,Client Payment,0,412.24,170092
24-01-2024,7659,Salaries Expense,Client Payment,2359.47,0,167733
24-01-2024,7660,Revenue - Consulting,Software Purchase,0,2439.62,170172
24-01-2024,7661,Revenue - Software Sales,Equipment Purchase,0,1300.44,171473
