Invoice_no,Received Date,Processed Date,Amount,Assigned To,Date,Transaction Number,Trans Name,Transaction Description,Debit,Credit,Balance
INV210,04-01-2024,07-01-2024,2688.82,acctnt_3,07-01-2024,7209,Revenue - Consulting,Equipment Purchase,0,2688.82,61303
INV211,08-01-2024,08-01-2024,4638.95,acctnt_3,08-01-2024,7210,Software Subscriptions,Client Payment,4638.95,0,56664
INV212,01-01-2024,08-01-2024,3432.78,acctnt_3,08-01-2024,7211,Salaries Expense,Salary Expense,3432.78,0,53231
INV213,05-01-2024,08-01-2024,2924.78,acctnt_5,08-01-2024,7212,Revenue - Consulting,Salary Expense,0,2924.78,56156
INV214,01-01-2024,08-01-2024,3355.55,acctnt_2,08-01-2024,7213,Revenue - Consulting,Software Purchase,0,3355.55,59511
INV215,06-01-2024,08-01-2024,3843.69,acctnt_6,08-01-2024,7214,Revenue - Consulting,Client Payment,0,3843.69,63355
INV216,02-01-2024,08-01-2024,709.87,acctnt_6,08-01-2024,7215,Revenue - Software Sales,Client Payment,0,709.87,64065
INV217,01-01-2024,08-01-2024,3214.33,acctnt_3,08-01-2024,7216,Revenue - Consulting,Cloud Service Renewal,0,3214.33,67279
INV218,03-01-2024,08-01-2024,4129.79,acctnt_6,08-01-2024,7217,Salaries Expense,Software Purchase,4129.79,0,63149
INV219,08-01-2024,08-01-2024,573.61,acctnt_4,08-01-2024,7218,Revenue - Consulting,Software Purchase,0,573.61,63723
INV220,01-01-2024,08-01-2024,3770.53,acctnt_6,08-01-2024,7219,Accounts Receivable,Client Payment,0,3770.53,67493
INV221,05-01-2024,08-01-2024,3673.65,acctnt_3,08-01-2024,7220,Salaries Expense,Software Purchase,3673.65,0,63820
INV222,08-01-2024,08-01-2024,4668.62,acctnt_2,08-01-2024,7221,Revenue - Consulting,Equipment Purchase,0,4668.62,68488
INV223,07-01-2024,08-01-2024,3674.63,acctnt_1,08-01-2024,7222,Accounts Receivable,Software Purchase,0,3674.63,72163
INV224,02-01-2024,08-01-2024,241.37,acctnt_4,08-01-2024,7223,Salaries Expense,Cloud Service Renewal,241.37,0,71922
INV225,02-01-2024,08-01-2024,1135.13,acctnt_1,08-01-2024,7224,Accounts Payable,Equipment Purchase,1135.13,0,70787
INV226,07-01-2024,08-01-2024,3661.49,acctnt_4,08-01-2024,7225,Revenue - Software Sales,Invoice Payment,0,3661.49,74448
INV227,01-01-2024,08-01-2024,4564.86,acctnt_5,08-01-2024,7226,Revenue - Consulting,Software Purchase,0,4564.86,79013
INV228,05-01-2024,08-01-2024,4297.01,acctnt_2,08-01-2024,7227,Revenue - Consulting,Client Payment,0,4297.01,83310
INV229,06-01-2024,08-01-2024,4496.83,acctnt_4,08-01-2024,7228,Accounts Payable,Cloud Service Renewal,4496.83,0,78813
INV230,06-01-2024,08-01-2024,2121.17,acctnt_6,08-01-2024,7229,Equipment Purchase,Equipment Purchase,2121.17,0,76692
INV231,02-01-2024,08-01-2024,863.3,acctnt_1,08-01-2024,7230,Revenue - Consulting,Salary Expense,0,863.3,77555
INV232,03-01-2024,08-01-2024,3050.57,acctnt_1,08-01-2024,7231,Revenue - Consulting,Software Purchase,0,3050.57,80606
INV233,06-01-2024,08-01-2024,1324.89,acctnt_1,08-01-2024,7232,Equipment Purchase,Cloud Service Renewal,1324.89,0,79281
INV234,02-01-2024,08-01-2024,2023.27,acctnt_3,08-01-2024,7233,Office Rent,Maintenance Fee,2023.27,0,77258
INV235,03-01-2024,08-01-2024,2265.43,acctnt_3,08-01-2024,7234,Salaries Expense,Office Rent,2265.43,0,74992
INV236,06-01-2024,08-01-2024,1154.09,acctnt_2,08-01-2024,7235,Revenue - Consulting,Equipment Purchase,0,1154.09,76146
INV237,07-01-2024,08-01-2024,1520.14,acctnt_5,08-01-2024,7236,Software Subscriptions,Equipment Purchase,1520.14,0,74626
INV238,06-01-2024,08-01-2024,1920.56,acctnt_2,08-01-2024,7237,Revenue - Software Sales,Maintenance Fee,0,1920.56,76547
INV239,01-01-2024,08-01-2024,4409.26,acctnt_4,08-01-2024,7238,Office Rent,Client Payment,4409.26,0,72137
INV240,03-01-2024,09-01-2024,2214.82,acctnt_1,09-01-2024,7239,Revenue - Consulting,Client Payment,0,2214.82,74352
INV241,04-01-2024,09-01-2024,522.95,acctnt_3,09-01-2024,7240,Accounts Receivable,Maintenance Fee,0,522.95,74875
INV242,07-01-2024,09-01-2024,1882.58,acctnt_3,09-01-2024,7241,Revenue - Consulting,Office Rent,0,1882.58,76758
INV243,09-01-2024,09-01-2024,1300.15,acctnt_5,09-01-2024,7242,Revenue - Consulting,Software Purchase,0,1300.15,78058
INV244,08-01-2024,09-01-2024,4822.97,acctnt_3,09-01-2024,7243,Software Subscriptions,Salary Expense,4822.97,0,73235
INV245,07-01-2024,09-01-2024,4976.89,acctnt_1,09-01-2024,7244,Revenue - Consulting,Equipment Purchase,0,4976.89,78212
INV246,09-01-2024,09-01-2024,4639.79,acctnt_4,09-01-2024,7245,Revenue - Consulting,Equipment Purchase,0,4639.79,82852
INV247,09-01-2024,09-01-2024,4061.16,acctnt_2,09-01-2024,7246,Equipment Purchase,Equipment Purchase,4061.16,0,78790
INV248,08-01-2024,09-01-2024,554.24,acctnt_6,09-01-2024,7247,Accounts Payable,Salary Expense,554.24,0,78236
INV249,09-01-2024,09-01-2024,4171.28,acctnt_1,09-01-2024,7248,Revenue - Consulting,Cloud Service Renewal,0,4171.28,82408
INV250,03-01-2024,09-01-2024,3115.76,acctnt_4,09-01-2024,7249,Revenue - Consulting,Software Purchase,0,3115.76,85523
INV251,05-01-2024,09-01-2024,2156.01,acctnt_1,09-01-2024,7250,Equipment Purchase,Invoice Payment,2156.01,0,83367
INV252,06-01-2024,09-01-2024,2056.06,acctnt_3,09-01-2024,7251,Revenue - Consulting,Cloud Service Renewal,0,2056.06,85423
INV253,04-01-2024,09-01-2024,4033.25,acctnt_2,09-01-2024,7252,Revenue - Consulting,Invoice Payment,0,4033.25,89457
INV254,05-01-2024,09-01-2024,2468.88,acctnt_5,09-01-2024,7253,Salaries Expense,Maintenance Fee,2468.88,0,86988
INV255,06-01-2024,09-01-2024,2560.97,acctnt_6,09-01-2024,7254,Revenue - Consulting,Salary Expense,0,2560.97,89549
INV256,08-01-2024,09-01-2024,2190.82,acctnt_2,09-01-2024,7255,Equipment Purchase,Office Rent,2190.82,0,87358
INV257,03-01-2024,09-01-2024,1095.86,acctnt_4,09-01-2024,7256,Accounts Receivable,Cloud Service Renewal,0,1095.86,88454
INV258,04-01-2024,09-01-2024,4499.05,acctnt_3,09-01-2024,7257,Salaries Expense,Client Payment,4499.05,0,83955
INV259,03-01-2024,09-01-2024,1073,acctnt_5,09-01-2024,7258,Accounts Receivable,Maintenance Fee,0,1073,85028
INV260,07-01-2024,09-01-2024,681.28,acctnt_6,09-01-2024,7259,Accounts Payable,Office Rent,681.28,0,84346
INV261,09-01-2024,09-01-2024,3804.78,acctnt_6,09-01-2024,7260,Salaries Expense,Salary Expense,3804.78,0,80542
INV262,08-01-2024,09-01-2024,328.93,acctnt_2,09-01-2024,7261,Equipment Purchase,Salary Expense,328.93,0,80213
INV263,02-01-2024,09-01-2024,4937.57,acctnt_1,09-01-2024,7262,Salaries Expense,Maintenance Fee,4937.57,0,75275
INV264,03-01-2024,09-01-2024,2781.48,acctnt_2,09-01-2024,7263,Salaries Expense,Equipment Purchase,2781.48,0,72494
INV265,05-01-2024,09-01-2024,589.9,acctnt_2,09-01-2024,7264,Revenue - Consulting,Software Purchase,0,589.9,73084
INV266,03-01-2024,09-01-2024,2583.46,acctnt_2,09-01-2024,7265,Equipment Purchase,Cloud Service Renewal,2583.46,0,70500
INV267,09-01-2024,09-01-2024,4528.45,acctnt_5,09-01-2024,7266,Accounts Payable,Office Rent,4528.45,0,65972
INV268,07-01-2024,09-01-2024,3899.72,acctnt_5,09-01-2024,7267,Salaries Expense,Office Rent,3899.72,0,62072
INV269,03-01-2024,09-01-2024,1116.53,acctnt_3,09-01-2024,7268,Revenue - Software Sales,Office Rent,0,1116.53,63188
INV270,07-01-2024,09-01-2024,3121.58,acctnt_5,09-01-2024,7269,Software Subscriptions,Office Rent,3121.58,0,60067
INV271,08-01-2024,09-01-2024,3726.78,acctnt_6,09-01-2024,7270,Office Rent,Invoice Payment,3726.78,0,56340
INV272,06-01-2024,10-01-2024,3923.42,acctnt_3,10-01-2024,7271,Revenue - Consulting,Invoice Payment,0,3923.42,60263
INV273,04-01-2024,10-01-2024,2649.04,acctnt_1,10-01-2024,7272,Revenue - Software Sales,Invoice Payment,0,2649.04,62913
INV274,07-01-2024,10-01-2024,2435.59,acctnt_2,10-01-2024,7273,Revenue - Consulting,Maintenance Fee,0,2435.59,65348
INV275,05-01-2024,10-01-2024,1519.96,acctnt_3,10-01-2024,7274,Office Rent,Equipment Purchase,1519.96,0,63828
INV276,07-01-2024,10-01-2024,156.76,acctnt_5,10-01-2024,7275,Software Subscriptions,Equipment Purchase,156.76,0,63671
INV277,06-01-2024,10-01-2024,2649.47,acctnt_1,10-01-2024,7276,Accounts Payable,Invoice Payment,2649.47,0,61022
INV278,06-01-2024,10-01-2024,735.35,acctnt_5,10-01-2024,7277,Revenue - Consulting,Software Purchase,0,735.35,61757
INV279,04-01-2024,10-01-2024,1816.34,acctnt_1,10-01-2024,7278,Salaries Expense,Cloud Service Renewal,1816.34,0,59941
INV280,03-01-2024,10-01-2024,1733.38,acctnt_6,10-01-2024,7279,Equipment Purchase,Client Payment,1733.38,0,58208
INV281,03-01-2024,10-01-2024,4057.49,acctnt_4,10-01-2024,7280,Revenue - Consulting,Maintenance Fee,0,4057.49,62265
INV282,05-01-2024,10-01-2024,3846.13,acctnt_6,10-01-2024,7281,Revenue - Consulting,Cloud Service Renewal,0,3846.13,66111
INV283,09-01-2024,10-01-2024,3723.38,acctnt_6,10-01-2024,7282,Salaries Expense,Equipment Purchase,3723.38,0,62388
INV284,06-01-2024,10-01-2024,1105.79,acctnt_1,10-01-2024,7283,Salaries Expense,Invoice Payment,1105.79,0,61282
INV285,09-01-2024,10-01-2024,4991.19,acctnt_6,10-01-2024,7284,Salaries Expense,Client Payment,4991.19,0,56291
INV286,08-01-2024,10-01-2024,3818.65,acctnt_6,10-01-2024,7285,Revenue - Consulting,Client Payment,0,3818.65,60109
INV287,07-01-2024,10-01-2024,2952.05,acctnt_6,10-01-2024,7286,Equipment Purchase,Salary Expense,2952.05,0,57157
INV288,03-01-2024,10-01-2024,3942.74,acctnt_3,10-01-2024,7287,Equipment Purchase,Salary Expense,3942.74,0,53215
INV289,07-01-2024,10-01-2024,3990.3,acctnt_2,10-01-2024,7288,Salaries Expense,Client Payment,3990.3,0,49224
INV290,05-01-2024,10-01-2024,715.14,acctnt_3,10-01-2024,7289,Revenue - Consulting,Equipment Purchase,0,715.14,49940
INV291,09-01-2024,10-01-2024,3976.98,acctnt_6,10-01-2024,7290,Salaries Expense,Software Purchase,3976.98,0,45963
INV292,04-01-2024,10-01-2024,1084.45,acctnt_1,10-01-2024,7291,Office Rent,Maintenance Fee,1084.45,0,44878
INV293,07-01-2024,10-01-2024,1833.06,acctnt_2,10-01-2024,7292,Salaries Expense,Salary Expense,1833.06,0,43045
INV294,09-01-2024,10-01-2024,2925.65,acctnt_6,10-01-2024,7293,Revenue - Consulting,Maintenance Fee,0,2925.65,45971
INV295,06-01-2024,10-01-2024,4536.25,acctnt_3,10-01-2024,7294,Salaries Expense,Client Payment,4536.25,0,41434
INV296,05-01-2024,10-01-2024,4435.38,acctnt_6,10-01-2024,7295,Office Rent,Maintenance Fee,4435.38,0,36999
INV297,11-01-2024,11-01-2024,1219.64,acctnt_3,11-01-2024,7296,Salaries Expense,Cloud Service Renewal,1219.64,0,35779
INV298,06-01-2024,11-01-2024,2210.11,acctnt_1,11-01-2024,7297,Revenue - Consulting,Invoice Payment,0,2210.11,37990
INV299,06-01-2024,11-01-2024,2483.15,acctnt_3,11-01-2024,7298,Accounts Payable,Maintenance Fee,2483.15,0,35506
INV300,06-01-2024,11-01-2024,431.6,acctnt_6,11-01-2024,7299,Salaries Expense,Cloud Service Renewal,431.6,0,35075
INV301,11-01-2024,11-01-2024,1740.63,acctnt_2,11-01-2024,7300,Salaries Expense,Invoice Payment,1740.63,0,33334
INV302,09-01-2024,11-01-2024,4236.6,acctnt_6,11-01-2024,7301,Accounts Payable,Client Payment,4236.6,0,29098
INV303,08-01-2024,11-01-2024,4554.11,acctnt_6,11-01-2024,7302,Revenue - Consulting,Maintenance Fee,0,4554.11,33652
INV304,05-01-2024,11-01-2024,4136.26,acctnt_1,11-01-2024,7303,Software Subscriptions,Salary Expense,4136.26,0,29515
INV305,06-01-2024,11-01-2024,1410.08,acctnt_6,11-01-2024,7304,Salaries Expense,Software Purchase,1410.08,0,28105
INV306,05-01-2024,11-01-2024,3447.61,acctnt_3,11-01-2024,7305,Accounts Receivable,Invoice Payment,0,3447.61,31553
INV307,08-01-2024,11-01-2024,727,acctnt_1,11-01-2024,7306,Salaries Expense,Office Rent,727,0,30826
INV308,10-01-2024,11-01-2024,4219.37,acctnt_6,11-01-2024,7307,Salaries Expense,Client Payment,4219.37,0,26607
INV309,10-01-2024,11-01-2024,3711.36,acctnt_5,11-01-2024,7308,Software Subscriptions,Maintenance Fee,3711.36,0,22895
INV310,08-01-2024,11-01-2024,4720.75,acctnt_5,11-01-2024,7309,Revenue - Consulting,Software Purchase,0,4720.75,27616
INV311,10-01-2024,11-01-2024,1262.15,acctnt_5,11-01-2024,7310,Salaries Expense,Invoice Payment,1262.15,0,26354
INV312,05-01-2024,11-01-2024,4121.68,acctnt_6,11-01-2024,7311,Salaries Expense,Maintenance Fee,4121.68,0,22232
INV313,09-01-2024,11-01-2024,4658.17,acctnt_4,11-01-2024,7312,Revenue - Consulting,Equipment Purchase,0,4658.17,26890
INV314,07-01-2024,11-01-2024,4208.59,acctnt_4,11-01-2024,7313,Salaries Expense,Salary Expense,4208.59,0,22682
INV315,06-01-2024,11-01-2024,4469.55,acctnt_5,11-01-2024,7314,Salaries Expense,Equipment Purchase,4469.55,0,18212
INV316,08-01-2024,11-01-2024,4418.62,acctnt_3,11-01-2024,7315,Revenue - Software Sales,Salary Expense,0,4418.62,22631
INV317,10-01-2024,11-01-2024,4154.07,acctnt_6,11-01-2024,7316,Equipment Purchase,Software Purchase,4154.07,0,18477
INV318,11-01-2024,11-01-2024,4703.47,acctnt_2,11-01-2024,7317,Software Subscriptions,Maintenance Fee,4703.47,0,13773
INV319,05-01-2024,11-01-2024,999.3,acctnt_4,11-01-2024,7318,Revenue - Consulting,Maintenance Fee,0,999.3,14773
INV320,10-01-2024,11-01-2024,3714.33,acctnt_5,11-01-2024,7319,Equipment Purchase,Equipment Purchase,3714.33,0,11058
INV321,06-01-2024,11-01-2024,2901.36,acctnt_4,11-01-2024,7320,Software Subscriptions,Salary Expense,2901.36,0,8157
INV322,10-01-2024,12-01-2024,2232.8,acctnt_6,12-01-2024,7321,Revenue - Consulting,Invoice Payment,0,2232.8,10390
INV323,06-01-2024,12-01-2024,3869.63,acctnt_3,12-01-2024,7322,Salaries Expense,Invoice Payment,3869.63,0,6520
INV324,07-01-2024,12-01-2024,4411.12,acctnt_4,12-01-2024,7323,Revenue - Software Sales,Client Payment,0,4411.12,10931
INV325,11-01-2024,12-01-2024,4366.88,acctnt_1,12-01-2024,7324,Revenue - Consulting,Invoice Payment,0,4366.88,15298
INV326,12-01-2024,12-01-2024,1143.68,acctnt_4,12-01-2024,7325,Equipment Purchase,Client Payment,1143.68,0,14154
INV327,10-01-2024,12-01-2024,3220.63,acctnt_6,12-01-2024,7326,Accounts Payable,Invoice Payment,3220.63,0,10934
INV328,06-01-2024,12-01-2024,4302.06,acctnt_1,12-01-2024,7327,Revenue - Consulting,Invoice Payment,0,4302.06,15236
INV329,06-01-2024,12-01-2024,1567.91,acctnt_4,12-01-2024,7328,Revenue - Consulting,Maintenance Fee,0,1567.91,16804
INV330,11-01-2024,12-01-2024,2563.26,acctnt_6,12-01-2024,7329,Revenue - Consulting,Invoice Payment,0,2563.26,19367
INV331,11-01-2024,12-01-2024,4979.05,acctnt_6,12-01-2024,7330,Accounts Payable,Client Payment,4979.05,0,14388
INV332,08-01-2024,12-01-2024,482.26,acctnt_1,12-01-2024,7331,Software Subscriptions,Invoice Payment,482.26,0,13906
INV333,11-01-2024,12-01-2024,3731.75,acctnt_1,12-01-2024,7332,Revenue - Consulting,Salary Expense,0,3731.75,17637
INV334,06-01-2024,12-01-2024,3881.46,acctnt_3,12-01-2024,7333,Accounts Receivable,Equipment Purchase,0,3881.46,21519
INV335,06-01-2024,12-01-2024,4226.46,acctnt_5,12-01-2024,7334,Salaries Expense,Salary Expense,4226.46,0,17292
INV336,06-01-2024,12-01-2024,599.48,acctnt_2,12-01-2024,7335,Equipment Purchase,Maintenance Fee,599.48,0,16693
INV337,05-01-2024,12-01-2024,4138.84,acctnt_6,12-01-2024,7336,Revenue - Software Sales,Client Payment,0,4138.84,20832
INV338,07-01-2024,12-01-2024,867.44,acctnt_3,12-01-2024,7337,Revenue - Consulting,Office Rent,0,867.44,21699
INV339,05-01-2024,12-01-2024,4565.03,acctnt_4,12-01-2024,7338,Office Rent,Software Purchase,4565.03,0,17134
INV340,06-01-2024,12-01-2024,494.08,acctnt_2,12-01-2024,7339,Revenue - Consulting,Invoice Payment,0,494.08,17628
INV341,08-01-2024,12-01-2024,4080.64,acctnt_4,12-01-2024,7340,Salaries Expense,Equipment Purchase,4080.64,0,13548
INV342,08-01-2024,12-01-2024,303.03,acctnt_4,12-01-2024,7341,Revenue - Consulting,Cloud Service Renewal,0,303.03,13851
INV343,08-01-2024,12-01-2024,3167.99,acctnt_6,12-01-2024,7342,Salaries Expense,Office Rent,3167.99,0,10683
INV344,08-01-2024,12-01-2024,181.54,acctnt_6,12-01-2024,7343,Revenue - Consulting,Client Payment,0,181.54,10864
INV345,11-01-2024,12-01-2024,1109.77,acctnt_2,12-01-2024,7344,Software Subscriptions,Equipment Purchase,1109.77,0,9754
INV346,06-01-2024,12-01-2024,4452.57,acctnt_4,12-01-2024,7345,Revenue - Consulting,Cloud Service Renewal,0,4452.57,14207
INV347,08-01-2024,13-01-2024,4001.13,acctnt_6,13-01-2024,7346,Revenue - Consulting,Cloud Service Renewal,0,4001.13,18208
INV348,10-01-2024,13-01-2024,740.44,acctnt_4,13-01-2024,7347,Equipment Purchase,Office Rent,740.44,0,17468
INV349,11-01-2024,13-01-2024,3413.57,acctnt_3,13-01-2024,7348,Equipment Purchase,Client Payment,3413.57,0,14054
INV350,11-01-2024,13-01-2024,1729.5,acctnt_5,13-01-2024,7349,Accounts Receivable,Client Payment,0,1729.5,15784
INV351,08-01-2024,13-01-2024,1044.56,acctnt_4,13-01-2024,7350,Salaries Expense,Invoice Payment,1044.56,0,14739
INV352,06-01-2024,13-01-2024,3333.38,acctnt_3,13-01-2024,7351,Revenue - Consulting,Software Purchase,0,3333.38,18072
INV353,06-01-2024,13-01-2024,3747.77,acctnt_1,13-01-2024,7352,Accounts Payable,Office Rent,3747.77,0,14325
INV354,10-01-2024,13-01-2024,227.21,acctnt_5,13-01-2024,7353,Revenue - Consulting,Cloud Service Renewal,0,227.21,14552
INV355,06-01-2024,13-01-2024,3767.24,acctnt_2,13-01-2024,7354,Revenue - Consulting,Maintenance Fee,0,3767.24,18319
INV356,10-01-2024,13-01-2024,4908.46,acctnt_2,13-01-2024,7355,Software Subscriptions,Maintenance Fee,4908.46,0,13411
INV357,06-01-2024,13-01-2024,3949.18,acctnt_4,13-01-2024,7356,Revenue - Consulting,Office Rent,0,3949.18,17360
INV358,12-01-2024,13-01-2024,1060.29,acctnt_2,13-01-2024,7357,Revenue - Consulting,Client Payment,0,1060.29,18420
INV359,09-01-2024,13-01-2024,403.69,acctnt_3,13-01-2024,7358,Accounts Payable,Software Purchase,403.69,0,18016
INV360,07-01-2024,13-01-2024,1996.63,acctnt_4,13-01-2024,7359,Salaries Expense,Salary Expense,1996.63,0,16020
INV361,13-01-2024,13-01-2024,579.91,acctnt_2,13-01-2024,7360,Accounts Receivable,Salary Expense,0,579.91,16600
INV362,08-01-2024,13-01-2024,2671.17,acctnt_1,13-01-2024,7361,Salaries Expense,Office Rent,2671.17,0,13928
INV363,11-01-2024,13-01-2024,4559.23,acctnt_3,13-01-2024,7362,Revenue - Consulting,Cloud Service Renewal,0,4559.23,18488
INV364,13-01-2024,13-01-2024,4415.4,acctnt_5,13-01-2024,7363,Office Rent,Client Payment,4415.4,0,14072
INV365,07-01-2024,13-01-2024,1727.45,acctnt_1,13-01-2024,7364,Equipment Purchase,Salary Expense,1727.45,0,12345
INV366,12-01-2024,13-01-2024,3908.02,acctnt_6,13-01-2024,7365,Accounts Payable,Software Purchase,3908.02,0,8437
INV367,11-01-2024,13-01-2024,1427.43,acctnt_3,13-01-2024,7366,Revenue - Consulting,Client Payment,0,1427.43,9864
INV368,08-01-2024,13-01-2024,2415.09,acctnt_4,13-01-2024,7367,Accounts Receivable,Maintenance Fee,0,2415.09,12279
INV369,09-01-2024,13-01-2024,4935.74,acctnt_2,13-01-2024,7368,Revenue - Consulting,Salary Expense,0,4935.74,17215
INV370,10-01-2024,13-01-2024,805.95,acctnt_3,13-01-2024,7369,Revenue - Consulting,Equipment Purchase,0,805.95,18021
INV371,09-01-2024,13-01-2024,1145.78,acctnt_2,13-01-2024,7370,Salaries Expense,Office Rent,1145.78,0,16875
INV372,13-01-2024,13-01-2024,3346.68,acctnt_3,13-01-2024,7371,Salaries Expense,Client Payment,3346.68,0,13529
INV373,09-01-2024,13-01-2024,4128.1,acctnt_6,13-01-2024,7372,Accounts Receivable,Cloud Service Renewal,0,4128.1,17657
INV374,07-01-2024,13-01-2024,4622.56,acctnt_3,13-01-2024,7373,Salaries Expense,Office Rent,4622.56,0,13034
INV375,12-01-2024,13-01-2024,2369.83,acctnt_1,13-01-2024,7374,Salaries Expense,Invoice Payment,2369.83,0,10664
INV376,08-01-2024,13-01-2024,2262.92,acctnt_3,13-01-2024,7375,Accounts Receivable,Cloud Service Renewal,0,2262.92,12927
INV377,11-01-2024,14-01-2024,3912.64,acctnt_5,14-01-2024,7376,Revenue - Software Sales,Equipment Purchase,0,3912.64,16840
INV378,12-01-2024,14-01-2024,2622.12,acctnt_4,14-01-2024,7377,Revenue - Consulting,Software Purchase,0,2622.12,19462
INV379,12-01-2024,14-01-2024,2211.31,acctnt_4,14-01-2024,7378,Salaries Expense,Software Purchase,2211.31,0,17251
INV380,14-01-2024,14-01-2024,627,acctnt_3,14-01-2024,7379,Office Rent,Office Rent,627,0,16624
INV381,09-01-2024,14-01-2024,3086.47,acctnt_2,14-01-2024,7380,Office Rent,Cloud Service Renewal,3086.47,0,13537
INV382,07-01-2024,14-01-2024,1704.84,acctnt_4,14-01-2024,7381,Revenue - Consulting,Equipment Purchase,0,1704.84,15242
INV383,13-01-2024,14-01-2024,4206.56,acctnt_5,14-01-2024,7382,Salaries Expense,Software Purchase,4206.56,0,11035
INV384,13-01-2024,14-01-2024,668.94,acctnt_6,14-01-2024,7383,Revenue - Software Sales,Equipment Purchase,0,668.94,11704
INV385,13-01-2024,14-01-2024,4547.8,acctnt_6,14-01-2024,7384,Accounts Payable,Client Payment,4547.8,0,7157
INV386,08-01-2024,14-01-2024,3806.72,acctnt_2,14-01-2024,7385,Revenue - Consulting,Maintenance Fee,0,3806.72,10963
INV387,07-01-2024,14-01-2024,4189.99,acctnt_4,14-01-2024,7386,Software Subscriptions,Cloud Service Renewal,4189.99,0,6773
INV388,08-01-2024,14-01-2024,1004.9,acctnt_3,14-01-2024,7387,Salaries Expense,Equipment Purchase,1004.9,0,5768
INV389,07-01-2024,14-01-2024,1755.09,acctnt_5,14-01-2024,7388,Revenue - Consulting,Client Payment,0,1755.09,7524
INV390,11-01-2024,14-01-2024,3633.76,acctnt_5,14-01-2024,7389,Revenue - Software Sales,Office Rent,0,3633.76,11157
INV391,12-01-2024,14-01-2024,1082.39,acctnt_5,14-01-2024,7390,Revenue - Software Sales,Salary Expense,0,1082.39,12240
INV392,14-01-2024,14-01-2024,1280.21,acctnt_2,14-01-2024,7391,Revenue - Consulting,Client Payment,0,1280.21,13520
INV393,10-01-2024,14-01-2024,1296.06,acctnt_4,14-01-2024,7392,Accounts Payable,Cloud Service Renewal,1296.06,0,12224
INV394,13-01-2024,14-01-2024,3480.84,acctnt_2,14-01-2024,7393,Revenue - Software Sales,Equipment Purchase,0,3480.84,15705
INV395,13-01-2024,14-01-2024,4941.64,acctnt_6,14-01-2024,7394,Revenue - Consulting,Maintenance Fee,0,4941.64,20646
INV396,12-01-2024,14-01-2024,610.28,acctnt_4,14-01-2024,7395,Revenue - Consulting,Client Payment,0,610.28,21257
